"anho","semana","idprovincia","Incendios","Observed","Predicted","Dicot1","Dicot2","Dicot3","Dicot4"
"2015","35","12",0,0,0,0,0,0,0
"2015","35","13",3,41.1466666666667,35.2627578422695,0,0,0,0
"2015","35","14",2,1.195,3.68534667197468,0,0,0,0
"2015","35","15",0,0,0,0,0,0,0
"2015","35","16",2,0.6,14.2143486700041,0,0,0,0
"2015","35","17",0,0,0,0,0,0,0
"2015","35","18",2,0.315,9.80704623477181,0,0,0,0
"2015","35","19",2,0.185,3.53956448648319,0,0,0,0
"2015","35","21",0,0,0,0,0,0,0
"2015","35","22",1,0.59,0.668050486263331,0,0,0,0
"2015","35","23",2,3.015,7.59455746584265,0,0,0,0
"2015","35","24",14,1.53357142857143,299.87435884842,0,0,0,0
"2015","35","25",1,5.54,1.49984052337761,0,0,0,0
"2015","35","26",1,222.68,18.1919170307298,0,0,0,0
"2015","35","27",11,2.40818181818182,20.4939842563481,0,0,0,0
"2015","35","29",3,5.18333333333333,507.524378408566,0,0,0,0
"2015","35","30",2,1.47,2.39808502100479,0,0,0,0
"2015","35","32",42,96.89,190.648865315458,0,1,1,1
"2015","35","33",28,10.4632142857143,478.420555860209,0,0,0,0
"2015","35","34",5,9.436,21.91375863432,0,0,0,0
"2015","35","36",2,0.2,2.19334668684618,0,0,0,0
"2015","35","37",5,0.358,88.002290370115,0,0,0,0
"2015","35","40",1,0.84,33.8084621423664,0,0,0,0
"2015","35","41",12,3.51833333333333,38.539915455118,0,0,0,1
"2015","35","42",2,1.48,6.13044772799012,0,0,0,0
"2015","35","43",4,19.0675,11.4527801619667,0,0,0,0
"2015","35","44",0,0,0,0,0,0,0
"2015","35","45",3,1.4,26.9013523965524,0,0,0,0
"2015","35","46",0,0,0,0,0,0,0
"2015","35","47",1,1.34,3.41714232944862,0,0,0,0
"2015","35","49",7,51.14,83.2424215971909,0,0,0,0
"2015","35","50",2,0.475,482.962612770355,0,0,0,0
"2015","36","2",0,0,0,0,0,0,0
"2015","36","3",0,0,0,0,0,0,0
"2015","36","4",2,1,3.18773524609585,0,0,0,0
"2015","36","5",4,0.335,15.3625405003367,0,0,0,0
"2015","36","6",8,2.27625,22.3122799896675,0,0,0,0
"2015","36","8",0,0,0,0,0,0,0
"2015","36","9",0,0,0,0,0,0,0
"2015","36","10",12,8.30666666666667,39.0586946427024,0,0,0,0
"2015","36","11",1,0.46,17.995925361222,0,0,0,0
"2015","36","12",2,1.09,6.70453390436885,0,0,0,0
"2015","36","13",0,0,0,0,0,0,0
"2015","36","14",2,1.085,2.80429988676364,0,0,0,0
"2015","36","15",4,0.6875,4.49217089146157,0,0,0,0
"2015","36","16",1,0.3,4.54015400617705,0,0,0,0
"2015","36","17",0,0,0,0,0,0,0
"2015","36","18",2,12.985,13.5821079363597,0,0,0,0
"2015","36","19",2,0.9,2.75287417370121,0,0,0,0
"2015","36","21",2,2.7,8.578217588869,0,0,0,0
"2015","36","22",0,0,0,0,0,0,0
"2015","36","23",1,4.2,1.05239802028239,0,0,0,0
"2015","36","24",5,0.35,25.4791222706561,0,0,0,0
"2015","36","25",0,0,0,0,0,0,0
"2015","36","26",0,0,0,0,0,0,0
"2015","36","27",6,3.98333333333333,4.90760552912827,0,0,0,0
"2015","36","29",2,1.835,23.8378073411522,0,0,0,0
"2015","36","30",1,5.47,8.18814044366949,0,0,0,0
"2015","36","32",35,8.33085714285714,128.72527515311,0,1,1,1
"2015","36","33",6,3.97,6.70734656533619,0,0,0,0
"2015","36","34",3,3.78,5.75317790949622,0,0,0,0
"2015","36","36",21,0.628571428571429,66.4964568143677,0,0,0,0
"2015","36","37",6,1.19166666666667,20.3385425893236,0,0,0,0
"2015","36","40",2,1.1,0.810215546898916,0,0,0,0
"2015","36","41",1,1.25,1.3788244110175,0,0,0,0
"2015","36","42",0,0,0,0,0,0,0
"2015","36","43",1,0.83,12.1497544556065,0,0,0,0
"2015","36","44",0,0,0,0,0,0,0
"2015","36","45",5,2.578,12.9056018066854,0,0,0,0
"2015","36","46",0,0,0,0,0,0,0
"2015","36","47",0,0,0,0,0,0,0
"2015","36","49",7,13.44,316.429215510644,0,0,0,0
"2015","36","50",1,11.2,4.54955355419323,0,0,0,0
"2015","37","2",1,0.15,11.5148718403573,0,0,0,0
"2015","37","3",0,0,0,0,0,0,0
"2015","37","4",1,0.21,0.495639139763672,0,0,0,0
"2015","37","5",2,0.4,19.7006352628806,0,0,0,0
"2015","37","6",11,4.39727272727273,100.12132113088,0,0,0,1
"2015","37","8",1,0.3,0.256512283189356,0,0,0,0
"2015","37","9",2,15.565,9.28114494349478,0,0,0,0
"2015","37","10",6,5.21333333333333,37.3923736250764,0,0,0,0
"2015","37","11",0,0,0,0,0,0,0
"2015","37","12",0,0,0,0,0,0,0
"2015","37","13",3,5.25,5.99901700807956,0,0,0,0
"2015","37","14",1,1.7,3.28039132836678,0,0,0,0
"2015","37","15",4,0.2825,4.44944965769647,0,0,0,0
"2015","37","16",1,1.7,2.02270366155186,0,0,0,0
"2015","37","17",1,0.5,0.370186675868103,0,0,0,0
"2015","37","18",0,0,0,0,0,0,0
"2015","37","19",3,1.21,5.51228907317848,0,0,0,0
"2015","37","21",7,6.50428571428571,19.0578492468203,0,0,0,0
"2015","37","22",0,0,0,0,0,0,0
"2015","37","23",1,0.22,8.21785554106417,0,0,0,0
"2015","37","24",13,6.01307692307692,132.977770297282,0,0,0,0
"2015","37","25",0,0,0,0,0,0,0
"2015","37","26",1,4.12,0.573104757781955,0,0,0,0
"2015","37","27",14,3.34571428571429,31.9782845193248,0,0,0,0
"2015","37","29",0,0,0,0,0,0,0
"2015","37","30",0,0,0,0,0,0,0
"2015","37","32",40,6.898,99.6737664249279,0,1,1,1
"2015","37","33",15,5.028,36.4047125411658,0,0,0,0
"2015","37","34",3,0.5,12.3321981457957,0,0,0,0
"2015","37","36",7,1.02714285714286,2.70637124935541,0,0,0,0
"2015","37","37",4,1.9925,23.2497433913372,0,0,0,0
"2015","37","40",0,0,0,0,0,0,0
"2015","37","41",4,0.3325,18.6826476783148,0,0,0,0
"2015","37","42",0,0,0,0,0,0,0
"2015","37","43",0,0,0,0,0,0,0
"2015","37","44",0,0,0,0,0,0,0
"2015","37","45",5,1.42,44.4380255124403,0,0,0,0
"2015","37","46",0,0,0,0,0,0,0
"2015","37","47",2,93.45,7.41807239851595,0,0,0,0
"2015","37","49",7,2.82428571428571,43.8504496060507,0,0,0,0
"2015","37","50",3,0.316666666666667,7.85627064035785,0,0,0,0
"2015","38","2",0,0,0,0,0,0,0
"2015","38","3",0,0,0,0,0,0,0
"2015","38","4",0,0,0,0,0,0,0
"2015","38","5",1,5,5.69583154001009,0,0,0,0
"2015","38","6",10,4.47,53.4716101680839,0,0,0,0
"2015","38","8",1,0.23,0.644481828877269,0,0,0,0
"2015","38","9",5,0.236,7.31092870791823,0,0,0,0
"2015","38","10",2,2.74,1.88282634084451,0,0,0,0
"2015","38","11",2,0.73,23.4020301162688,0,0,0,0
"2015","38","12",1,0.15,0.867772315249478,0,0,0,0
"2015","38","13",1,8.6,1.83960377287731,0,0,0,0
"2015","38","14",1,0.86,6.82022137887331,0,0,0,0
"2015","38","15",0,0,0,0,0,0,0
"2015","38","16",1,0.82,3.46075925462901,0,0,0,0
"2015","38","17",0,0,0,0,0,0,0
"2015","38","18",0,0,0,0,0,0,0
"2015","38","19",1,0.2,2.2710097476722,0,0,0,0
"2015","38","21",2,0.59,3.55995233325139,0,0,0,0
"2015","38","22",0,0,0,0,0,0,0
"2015","38","23",3,8.17333333333333,5.31651596690339,0,0,0,0
"2015","38","24",1,1.4,6.39160563824132,0,0,0,0
"2015","38","25",0,0,0,0,0,0,0
"2015","38","26",0,0,0,0,0,0,0
"2015","38","27",0,0,0,0,0,0,0
"2015","38","29",3,28.3133333333333,13.6721176179889,0,0,0,0
"2015","38","30",0,0,0,0,0,0,0
"2015","38","32",4,0.635,5.09299992971348,0,0,0,0
"2015","38","33",4,3.5,34.092784250383,0,0,0,0
"2015","38","34",2,0.395,11.0688679658536,0,0,0,0
"2015","38","36",0,0,0,0,0,0,0
"2015","38","37",2,48.055,11.5210671831669,0,0,0,0
"2015","38","40",0,0,0,0,0,0,0
"2015","38","41",2,2.6,7.43761391420803,0,0,0,0
"2015","38","42",0,0,0,0,0,0,0
"2015","38","43",0,0,0,0,0,0,0
"2015","38","44",0,0,0,0,0,0,0
"2015","38","45",4,1.575,21.0561649433625,0,0,0,0
"2015","38","46",1,0.12,325.1369855875,0,0,0,0
"2015","38","47",0,0,0,0,0,0,0
"2015","38","49",4,2.0125,95.7534932455559,0,0,0,0
"2015","38","50",2,0.635,5.70369593813354,0,0,0,0
"2015","39","2",0,0,0,0,0,0,0
"2015","39","3",0,0,0,0,0,0,0
"2015","39","4",0,0,0,0,0,0,0
"2015","39","5",3,1.8,27.3487174140903,0,0,0,0
"2015","39","6",8,6.765,101.339720510666,0,0,0,0
"2015","39","8",1,0.94,0.629795349526301,0,0,0,0
"2015","39","9",5,2.838,119.037132924818,0,0,0,0
"2015","39","10",9,0.424444444444444,30.4166170981573,0,0,0,0
"2015","39","11",2,0.6,1.47981305743669,0,0,0,0
"2015","39","12",0,0,0,0,0,0,0
"2015","39","13",7,2.97428571428571,36.0172726888563,0,0,0,0
"2015","39","14",2,16.105,7.83955595126561,0,0,0,0
"2015","39","15",2,0.56,1.58599901300479,0,0,0,0
"2015","39","16",6,2.85166666666667,26.9768017165365,0,0,0,0
"2015","39","17",0,0,0,0,0,0,0
"2015","39","18",3,0.66,43.072070387128,0,0,0,0
"2015","39","19",1,1.3,3.67881268999139,0,0,0,0
"2015","39","21",0,0,0,0,0,0,0
"2015","39","22",0,0,0,0,0,0,0
"2015","39","23",4,1.1675,16.2427452126073,0,0,0,0
"2015","39","24",12,16.69,146.176243008183,0,0,0,0
"2015","39","25",1,1.19,1.06014743015245,0,0,0,0
"2015","39","26",2,2.625,28.8136667810095,0,0,0,0
"2015","39","27",6,1.65833333333333,7.43621363372058,0,0,0,0
"2015","39","29",2,3.06,11.1501269468783,0,0,0,0
"2015","39","30",2,0.46,1.05337383757738,0,0,0,0
"2015","39","32",14,1.46642857142857,40.5480068282492,0,0,0,0
"2015","39","33",7,3.42571428571429,14.1587818231006,0,0,0,0
"2015","39","34",1,19,3.38710263021928,0,0,0,0
"2015","39","36",6,0.395,3.83402066871255,0,0,0,0
"2015","39","37",6,6.965,22.9571995442811,0,0,0,0
"2015","39","40",2,3.915,1.44780425521887,0,0,0,0
"2015","39","41",8,0.795,57.2426102099342,0,0,0,0
"2015","39","42",0,0,0,0,0,0,0
"2015","39","43",1,0.13,2.21863510102219,0,0,0,0
"2015","39","44",1,0.21,10.0319384607771,0,0,0,0
"2015","39","45",3,1.9,43.230021987992,0,0,0,0
"2015","39","46",2,0.645,7.31660621045992,0,0,0,0
"2015","39","47",2,0.91,7.59565621116516,0,0,0,0
"2015","39","49",7,1.45285714285714,27.107147024439,0,0,0,0
"2015","39","50",2,0.8,20.3475998020569,0,0,0,0
"2015","40","2",0,0,0,0,0,0,0
"2015","40","3",0,0,0,0,0,0,0
"2015","40","4",0,0,0,0,0,0,0
"2015","40","5",0,0,0,0,0,0,0
"2015","40","6",15,4.90133333333333,156.858715335591,0,0,0,1
"2015","40","8",0,0,0,0,0,0,0
"2015","40","9",2,2.245,4.17126548880039,0,0,0,0
"2015","40","10",10,4.356,28.0488114130837,0,0,0,0
"2015","40","11",1,1.15,2.27268146100819,0,0,0,0
"2015","40","12",0,0,0,0,0,0,0
"2015","40","13",1,0.3,3.26897112688088,0,0,0,0
"2015","40","14",1,29.04,2.01244554921477,0,0,0,0
"2015","40","15",5,1.21,7.92675421950379,0,0,0,0
"2015","40","16",0,0,0,0,0,0,0
"2015","40","17",0,0,0,0,0,0,0
"2015","40","18",1,21.13,0.976422729580099,0,0,0,0
"2015","40","19",3,0.866666666666667,3.5536060936242,0,0,0,0
"2015","40","21",3,1.6,4.91966153659549,0,0,0,0
"2015","40","22",0,0,0,0,0,0,0
"2015","40","23",0,0,0,0,0,0,0
"2015","40","24",14,14.5578571428571,113.734140846642,0,0,0,0
"2015","40","25",0,0,0,0,0,0,0
"2015","40","26",1,0.5,2.79993992140664,0,0,0,0
"2015","40","27",6,0.221666666666667,4.96180484686592,0,0,0,0
"2015","40","29",3,3.73333333333333,4.29333359307515,0,0,0,0
"2015","40","30",0,0,0,0,0,0,0
"2015","40","32",28,1.07821428571429,78.7262496562421,0,0,0,0
"2015","40","33",20,6.6085,48.4193308395332,0,0,0,0
"2015","40","34",1,2.58,10.6591290026938,0,0,0,0
"2015","40","36",6,0.753333333333333,3.72622264123408,0,0,0,0
"2015","40","37",3,1.26333333333333,9.30917268530904,0,0,0,0
"2015","40","40",0,0,0,0,0,0,0
"2015","40","41",4,0.95,10.6442442793365,0,0,0,0
"2015","40","42",0,0,0,0,0,0,0
"2015","40","43",0,0,0,0,0,0,0
"2015","40","44",0,0,0,0,0,0,0
"2015","40","45",13,6.72538461538462,45.9404779084075,0,0,0,0
"2015","40","46",0,0,0,0,0,0,0
"2015","40","47",1,3.85,5.54744292292075,0,0,0,0
"2015","40","49",7,5.77428571428571,72.8680091871144,0,0,0,0
"2015","40","50",0,0,0,0,0,0,0
"2015","41","2",0,0,0,0,0,0,0
"2015","41","3",2,0.795,1.76315749711348,0,0,0,0
"2015","41","4",0,0,0,0,0,0,0
"2015","41","5",0,0,0,0,0,0,0
"2015","41","6",1,27.9,4.33029692670826,0,0,0,0
"2015","41","8",0,0,0,0,0,0,0
"2015","41","9",0,0,0,0,0,0,0
"2015","41","10",1,15.4,1.01744387485959,0,0,0,0
"2015","41","11",0,0,0,0,0,0,0
"2015","41","12",0,0,0,0,0,0,0
"2015","41","13",1,17,3.49329759820053,0,0,0,0
"2015","41","14",0,0,0,0,0,0,0
"2015","41","15",0,0,0,0,0,0,0
"2015","41","16",3,6.63333333333333,6.86123768733066,0,0,0,0
"2015","41","17",0,0,0,0,0,0,0
"2015","41","18",0,0,0,0,0,0,0
"2015","41","19",0,0,0,0,0,0,0
"2015","41","21",1,5.5,0.771396401417172,0,0,0,0
"2015","41","22",0,0,0,0,0,0,0
"2015","41","23",1,1.09,0.367320512824624,0,0,0,0
"2015","41","24",2,5.71,4.69971475891134,0,0,0,0
"2015","41","25",1,0.18,12.7273119433628,0,0,0,0
"2015","41","26",1,5.9,12.0679815168508,0,0,0,0
"2015","41","27",0,0,0,0,0,0,0
"2015","41","29",2,1.93,0.504378111367165,0,0,0,0
"2015","41","30",2,1.925,0.784224387119829,0,0,0,0
"2015","41","32",2,0.71,1.44733256659192,0,0,0,0
"2015","41","33",3,3.13333333333333,4.4831964594036,0,0,0,0
"2015","41","34",0,0,0,0,0,0,0
"2015","41","36",0,0,0,0,0,0,0
"2015","41","37",4,0.7825,19.4562779513108,0,0,0,0
"2015","41","40",3,0.233333333333333,3.81309900039572,0,0,0,0
"2015","41","41",0,0,0,0,0,0,0
"2015","41","42",0,0,0,0,0,0,0
"2015","41","43",1,3.31,0.606929305402352,0,0,0,0
"2015","41","44",1,0.25,0.737527549152777,0,0,0,0
"2015","41","45",7,2.75285714285714,19.787133458368,0,0,0,0
"2015","41","46",3,0.37,1.95033751222147,0,0,0,0
"2015","41","47",0,0,0,0,0,0,0
"2015","41","49",0,0,0,0,0,0,0
"2015","41","50",1,0.2,1.19193189589812,0,0,0,0
"2015","42","2",1,0.35,0.29825784242871,0,0,0,0
"2015","42","3",1,0.35,0.294348867502063,0,0,0,0
"2015","42","4",1,1.07,0.670584156656122,0,0,0,0
"2015","42","5",0,0,0,0,0,0,0
"2015","42","6",3,5.68,10.4702236119497,0,0,0,0
"2015","42","8",0,0,0,0,0,0,0
"2015","42","9",2,3.825,1.84031656430846,0,0,0,0
"2015","42","10",2,2.43,1.215031529702,0,0,0,0
"2015","42","11",0,0,0,0,0,0,0
"2015","42","12",0,0,0,0,0,0,0
"2015","42","13",2,0.425,3.51819229950391,0,0,0,0
"2015","42","14",0,0,0,0,0,0,0
"2015","42","15",1,0.15,2.8653309998639,0,0,0,0
"2015","42","16",2,6.155,5.58082717994963,0,0,0,0
"2015","42","17",0,0,0,0,0,0,0
"2015","42","18",0,0,0,0,0,0,0
"2015","42","19",2,0.165,2.14401666617068,0,0,0,0
"2015","42","21",0,0,0,0,0,0,0
"2015","42","22",0,0,0,0,0,0,0
"2015","42","23",0,0,0,0,0,0,0
"2015","42","24",1,10.57,2.72147499890655,0,0,0,0
"2015","42","25",0,0,0,0,0,0,0
"2015","42","26",0,0,0,0,0,0,0
"2015","42","27",0,0,0,0,0,0,0
"2015","42","29",0,0,0,0,0,0,0
"2015","42","30",0,0,0,0,0,0,0
"2015","42","32",2,3.21,2.42504200281725,0,0,0,0
"2015","42","33",2,0.35,4.16491557432799,0,0,0,0
"2015","42","34",0,0,0,0,0,0,0
"2015","42","36",0,0,0,0,0,0,0
"2015","42","37",0,0,0,0,0,0,0
"2015","42","40",0,0,0,0,0,0,0
"2015","42","41",1,0.2,0.293802783954696,0,0,0,0
"2015","42","42",0,0,0,0,0,0,0
"2015","42","43",0,0,0,0,0,0,0
"2015","42","44",0,0,0,0,0,0,0
"2015","42","45",5,3.01,29.7195456829837,0,0,0,0
"2015","42","46",0,0,0,0,0,0,0
"2015","42","47",0,0,0,0,0,0,0
"2015","42","49",0,0,0,0,0,0,0
"2015","42","50",1,0.12,1.72934884286913,0,0,0,0
"2015","43","2",0,0,0,0,0,0,0
"2015","43","3",0,0,0,0,0,0,0
"2015","43","4",0,0,0,0,0,0,0
"2015","43","5",1,1.8,0.625578977643935,0,0,0,0
"2015","43","6",0,0,0,0,0,0,0
"2015","43","8",1,0.16,0.150095015855247,0,0,0,0
"2015","43","9",0,0,0,0,0,0,0
"2015","43","10",1,4.65,1.15705630205226,0,0,0,0
"2015","43","11",1,0.26,0.71591460395283,0,0,0,0
"2015","43","12",0,0,0,0,0,0,0
"2015","43","13",2,1.1,0.89353884019646,0,0,0,0
"2015","43","14",0,0,0,0,0,0,0
"2015","43","15",1,1.19,1.62659158396032,0,0,0,0
"2015","43","16",0,0,0,0,0,0,0
"2015","43","17",0,0,0,0,0,0,0
"2015","43","18",1,0.17,1.13788043330987,0,0,0,0
"2015","43","19",0,0,0,0,0,0,0
"2015","43","21",0,0,0,0,0,0,0
"2015","43","22",0,0,0,0,0,0,0
"2015","43","23",1,0.14,0.159401370011914,0,0,0,0
"2015","43","24",0,0,0,0,0,0,0
"2015","43","25",0,0,0,0,0,0,0
"2015","43","26",0,0,0,0,0,0,0
"2015","43","27",1,8.59,0.610148866186214,0,0,0,0
"2015","43","29",0,0,0,0,0,0,0
"2015","43","30",0,0,0,0,0,0,0
"2015","43","32",0,0,0,0,0,0,0
"2015","43","33",0,0,0,0,0,0,0
"2015","43","34",0,0,0,0,0,0,0
"2015","43","36",2,0.175,1.28049653711722,0,0,0,0
"2015","43","37",1,1,1.69847799715112,0,0,0,0
"2015","43","40",3,0.833333333333333,2.35019528322273,0,0,0,0
"2015","43","41",0,0,0,0,0,0,0
"2015","43","42",0,0,0,0,0,0,0
"2015","43","43",4,5.465,3.27182017213042,0,0,0,0
"2015","43","44",0,0,0,0,0,0,0
"2015","43","45",0,0,0,0,0,0,0
"2015","43","46",0,0,0,0,0,0,0
"2015","43","47",0,0,0,0,0,0,0
"2015","43","49",0,0,0,0,0,0,0
"2015","43","50",0,0,0,0,0,0,0
"2015","44","2",0,0,0,0,0,0,0
"2015","44","3",0,0,0,0,0,0,0
"2015","44","4",0,0,0,0,0,0,0
"2015","44","5",0,0,0,0,0,0,0
"2015","44","6",3,1.60333333333333,3.27981234806422,0,0,0,0
"2015","44","8",0,0,0,0,0,0,0
"2015","44","9",1,0.2,3.36554070371425,0,0,0,0
"2015","44","10",0,0,0,0,0,0,0
"2015","44","11",0,0,0,0,0,0,0
"2015","44","12",0,0,0,0,0,0,0
"2015","44","13",2,1.545,1.87038578869744,0,0,0,0
"2015","44","14",0,0,0,0,0,0,0
"2015","44","15",0,0,0,0,0,0,0
"2015","44","16",2,1.695,2.62652507028069,0,0,0,0
"2015","44","17",0,0,0,0,0,0,0
"2015","44","18",0,0,0,0,0,0,0
"2015","44","19",0,0,0,0,0,0,0
"2015","44","21",0,0,0,0,0,0,0
"2015","44","22",0,0,0,0,0,0,0
"2015","44","23",1,0.63,0.518042747517791,0,0,0,0
"2015","44","24",0,0,0,0,0,0,0
"2015","44","25",1,0.32,0.52043019824262,0,0,0,0
"2015","44","26",0,0,0,0,0,0,0
"2015","44","27",0,0,0,0,0,0,0
"2015","44","29",0,0,0,0,0,0,0
"2015","44","30",0,0,0,0,0,0,0
"2015","44","32",0,0,0,0,0,0,0
"2015","44","33",4,1.1,6.38181693517137,0,0,0,0
"2015","44","34",0,0,0,0,0,0,0
"2015","44","36",0,0,0,0,0,0,0
"2015","44","37",0,0,0,0,0,0,0
"2015","44","40",1,0.21,0.397759418268185,0,0,0,0
"2015","44","41",0,0,0,0,0,0,0
"2015","44","42",0,0,0,0,0,0,0
"2015","44","43",0,0,0,0,0,0,0
"2015","44","44",1,0.74,0.253802400949781,0,0,0,0
"2015","44","45",1,1.1,1.66025968673411,0,0,0,0
"2015","44","46",0,0,0,0,0,0,0
"2015","44","47",0,0,0,0,0,0,0
"2015","44","49",0,0,0,0,0,0,0
"2015","44","50",1,0.8,0.872353716551183,0,0,0,0
